"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL585911";"";"None";"431.87";"0";"4.25";"27";"O=S(=O)(c1ccc(Cl)cc1)N1C2Cc3[nH]ncc3C1CC(/C=C/C(F)(F)F)C2";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"20.84";"0.44";"4.75";"13.62";"0";"CHEMBL1037933";"Inhibition of gamma secretase in human IMR32 cells assessed as inhibition of Abeta40 site cleavage by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1156139";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307656";"";"";"";"1.0"
"CHEMBL571818";"";"None";"377.83";"0";"4.14";"59";"C[C@@H]1c2c[nH]nc2-c2cc(F)ccc2N1S(=O)(=O)c1ccc(Cl)cc1";"IC50";"'='";"0.62";"nM";"9.21";"";"";"UO_0000065";"24.37";"0.50";"5.07";"13.94";"0";"CHEMBL1048198";"Inhibition of Gamma-secretase in human IMR-32 cells after 2 hrs by ELISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1155356";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307656";"";"";"";"0.62"
"CHEMBL4204874";"";"None";"461.87";"0";"3.22";"3g";"Cc1nc2c(OCc3ccccc3)cccn2c1CN(C)CCN(C)C.Cl.Cl.Cl";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4182972";"Modulatory activity against gamma-secretase in human SK-N-BE(2) cells assessed as reduction in amyloid beta 42 production after 6 hrs by sandwich ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4177744";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"50.0"
"CHEMBL4436451";"";"None";"409.49";"0";"2.01";"17; LY-900009";"CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21";"IC50";"'='";"0.27";"nM";"9.57";"";"";"UO_0000065";"23.37";"0.44";"7.56";"9.69";"0";"CHEMBL4428360";"Inhibition of gamma secretase (unknown origin) mediated Notch activation";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4428029";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"0.27"
"CHEMBL200913";"";"None";"386.85";"0";"4.22";"3";"O=S(=O)(c1ccc(Cl)cc1)[C@]1(c2cc(F)ccc2F)CC[C@H](O)CC1";"IC50";"'='";"10.7";"nM";"7.97";"";"";"UO_0000065";"20.60";"0.44";"3.75";"14.66";"0";"CHEMBL863441";"Inhibition of human gamma-secretase in SHSY5Y neuroblastoma cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1147754";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"10.7"
"CHEMBL1806519";"";"None";"409.49";"1";"5.02";"16";"COc1cc(-c2nnc(N[C@@H](C)c3ccc(F)cc3)s2)ccc1-n1cnc(C)c1";"IC50";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"17.34";"0.33";"2.08";"10.95";"0";"CHEMBL1810748";"Inhibition of gamma-secretase in human SHSY5Y cells expressing human recombinant Swedish variant of APP K595N/M596L assessed as reduction of amyloid beta42 level after 48 hrs by AlphaLISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1806427";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307740";"";"";"";"7.1"
"CHEMBL4640098";"";"None";"481.45";"0";"4.30";"1; RO6800020";"Cc1nsc(N2CC[C@@H](Nc3nc4c(-c5ccc(F)c(F)c5F)cccn4n3)C(F)(F)C2)n1";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"15.08";"0.30";"2.96";"10.19";"0";"CHEMBL4622179";"Modulation of gamma secretase in human H4 cells over expressing human APP695 harboring K595N/M596L Swedish double mutant assessed as reduction in Abeta42 production after 24 hrs by Alphalisa assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619803";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"55.0"
"CHEMBL231970";"";"None";"386.30";"0";"4.09";"1";"C=C(Cl)CN(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(C)cc1";"IC50";"'='";"850.0";"nM";"6.07";"";"";"UO_0000065";"15.71";"0.35";"1.98";"10.54";"0";"CHEMBL898097";"Inhibition of gamma secretase-mediated beta-APP cleavage in human H4 cells assessed by measuring Abeta40 production by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1149579";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308507";"";"";"";"850.0"
"CHEMBL232138";"";"None";"433.55";"0";"3.82";"3f";"CC(C)CCNC(=O)C1(C(=O)N[C@@H]2C(=O)N(C)c3ccccc3-c3ccccc32)CCC1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"18.05";"0.33";"4.00";"9.97";"0";"CHEMBL896440";"Inhibition of gamma secretase in APP-transfected CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1148887";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";"";"15.0"
"CHEMBL429977";"";"None";"395.95";"0";"4.77";"12";"Cc1ccc(S(=O)(=O)N(CCCC(C)C)c2cc(Cl)ccc2CO)cc1";"IC50";"'='";"920.0";"nM";"6.04";"";"";"UO_0000065";"15.24";"0.32";"1.27";"10.48";"0";"CHEMBL898097";"Inhibition of gamma secretase-mediated beta-APP cleavage in human H4 cells assessed by measuring Abeta40 production by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1149579";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308507";"";"";"";"920.0"
"CHEMBL394877";"";"None";"339.84";"0";"3.36";"6";"CCN(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(C)cc1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"17.53";"0.37";"2.60";"10.34";"0";"CHEMBL898097";"Inhibition of gamma secretase-mediated beta-APP cleavage in human H4 cells assessed by measuring Abeta40 production by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1149579";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308507";"";"";"";"1100.0"
"CHEMBL248090";"";"None";"457.51";"1";"5.16";"7c";"O=C(O)COc1ccc2c3ccccc3n(S(=O)(=O)c3ccc(-c4ccccc4)cc3)c2c1";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"10.68";"0.20";"-0.27";"5.71";"0";"CHEMBL902177";"Effect on gamma-secretase activity in human H4 cells expressing APP695 assessed as increase in Amyloid beta-38 formation by LPECL assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308507";"";"";"";"13.0"
"CHEMBL247491";"";"None";"415.85";"0";"4.15";"7h";"O=C(O)COc1ccc2c3ccccc3n(S(=O)(=O)c3ccc(Cl)cc3)c2c1";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL902178";"Effect on gamma-secretase activity in human H4 cells expressing APP695 assessed as reduction of Amyloid beta-40 formation LPECL assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308507";"";"";"";"40.0"
"CHEMBL247692";"";"None";"367.49";"1";"6.01";"8b";"CCCCCCCCCn1c2ccccc2c2ccc(OCC(=O)O)cc21";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"12.98";"0.24";"-1.24";"9.27";"0";"CHEMBL902179";"Effect on gamma-secretase activity in human H4 cells expressing APP695 assessed as reduction of Amyloid beta42 formation LPECL assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308507";"";"";"";"17.0"
"CHEMBL247869";"";"None";"640.17";"2";"6.63";"15, racemic";"O=C(OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCC(F)(F)CC2)CC1";"IC50";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"13.49";"0.27";"2.01";"12.31";"0";"CHEMBL902426";"Inhibition of gamma-secretase mediated amyloid beta-40 production in HEK293 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138400";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"2.3"
"CHEMBL248070";"";"None";"624.18";"1";"4.18";"22, racemic";"C[C@H]1CN(C(C)(CO)CO)CCN1C(=O)OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1";"IC50";"'='";"5.1";"nM";"8.29";"";"";"UO_0000065";"13.29";"0.27";"4.11";"7.50";"0";"CHEMBL902427";"Inhibition of gamma-secretase mediated amyloid beta-40 production in HEK293 cells by whole cell-based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138400";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"5.1"
"CHEMBL192356";"";"None";"374.84";"0";"4.15";"10";"CC(CCO)C(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1";"IC50";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL833472";"In vitro inhibition of gamma-secretase as amyloid peptide production in SH-SY5Y cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145262";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307740";"";"";"";"35.0"
"CHEMBL1643432";"";"None";"432.46";"0";"3.64";"19";"COc1cc(-c2nnc3n2CCCN3C(=O)c2ccc(F)cc2)ccc1-n1cnc(C)c1";"IC50";"'='";"19316.0";"nM";"4.71";"";"";"UO_0000065";"10.90";"0.20";"1.07";"6.04";"0";"CHEMBL1647327";"Inhibition of gamma secretase-mediated amyloid beta42 production in HEK293 cells by sandwich immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1641493";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"19316.0"
"CHEMBL1643445";"";"None";"450.49";"1";"5.64";"40";"COc1cc(-c2noc3c2CCCN3[C@@H](C)c2cc(F)cc(F)c2)ccc1-n1cnc(C)c1";"IC50";"'='";"935.0";"nM";"6.03";"";"";"UO_0000065";"13.38";"0.25";"0.39";"10.71";"0";"CHEMBL1647327";"Inhibition of gamma secretase-mediated amyloid beta42 production in HEK293 cells by sandwich immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1641493";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"935.0"
"CHEMBL211945";"";"None";"232.28";"0";"2.12";"23a";"CO[C@@H]1C(=O)C=CC[C@H]1OCc1ccccc1";"IC50";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"19.74";"0.37";"2.47";"12.90";"0";"CHEMBL864179";"Inhibition of beta amyloid protein 42";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138955";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"26.0"
"CHEMBL210587";"";"None";"517.02";"1";"3.77";"5f";"O=S1(=O)N[C@H]2CC[C@@](c3cc(F)ccc3F)(S(=O)(=O)c3ccc(Cl)cc3)C[C@H]2CN1C1CC1";"IC50";"'='";"0.19";"nM";"9.72";"";"";"UO_0000065";"18.80";"0.40";"5.95";"11.64";"0";"CHEMBL854203";"Inhibition of gamma secretase";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1147804";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.19"
"CHEMBL211955";"";"None";"603.18";"2";"7.39";"26";"CC(c1ccccc1OCCCN1CCCC1)N(c1ccccc1C(=O)c1ccccc1)S(=O)(=O)c1ccc(Cl)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"9.82";"0.19";"-1.47";"8.85";"0";"CHEMBL863616";"Inhibition of beta amyloid protein 40 production";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145309";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"1.2"
"CHEMBL4130307";"";"None";"404.49";"0";"4.59";"44";"Cc1cc(F)ccc1-c1cccn2nc(NC3CCc4c(cnn4C(C)C)C3)nc12";"IC50";"'='";"430.0";"nM";"6.37";"";"";"UO_0000065";"15.74";"0.29";"1.78";"10.60";"0";"CHEMBL4122732";"Modulation of gamma secretase in human H4 cells expressing human wild type APP assessed as inhibition of amyloid beta 42 production after 22 hrs by electrochemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4118159";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"0.43"
"CHEMBL1092487";"";"None";"380.88";"0";"3.01";"rac-20e";"O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2CC1c1nccs1";"IC50";"'='";"5750.0";"nM";"5.24";"";"";"UO_0000065";"13.76";"0.30";"2.23";"6.64";"0";"CHEMBL1113477";"Inhibition of gamma-secretase-mediated notch cleavage in human IMR-32 cells after 2 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1156315";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307656";"";"";"";"5750.0"
"CHEMBL270379";"";"None";"504.05";"1";"3.73";"22";"CC1(C)CCC(N(Cc2ccc(C(=O)NC3CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)C(=O)NC1";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"10.82";"0.22";"1.73";"5.71";"0";"CHEMBL947026";"Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1142379";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"3.5"
"CHEMBL1093401";"";"None";"391.86";"0";"3.69";"rac-15b";"O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2CC1c1ccc(F)cc1";"IC50";"'='";"5319.0";"nM";"5.27";"";"";"UO_0000065";"13.46";"0.28";"1.58";"7.98";"0";"CHEMBL1107112";"Inhibition of gamma-secretase-mediated notch cleavage in human SNC cells by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SNC";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1156315";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"5319.0"
"CHEMBL272926";"";"None";"483.06";"0";"4.52";"17";"CC(C)(C)OC(=O)NC12CCC(Cc3ccccc3C1)C2NS(=O)(=O)c1ccc(Cl)s1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL930799";"Inhibition of human gamma secretase in human SHSY5Y cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1141562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307740";"";"";"";"10000.0"
"CHEMBL402247";"";"None";"423.92";"0";"2.60";"16";"COc1ccc(CN(C2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cn1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"14.26";"0.29";"3.45";"6.82";"0";"CHEMBL947026";"Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1142379";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"0.9"
"CHEMBL270381";"";"None";"463.99";"0";"2.90";"14";"CN(C)C(=O)c1ccc(CN(C2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"12.28";"0.25";"2.80";"6.57";"0";"CHEMBL947026";"Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1142379";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"2.0"
"CHEMBL271912";"";"None";"440.92";"0";"3.35";"10";"COc1ccc(CN([C@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1F";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"10.82";"0.22";"1.42";"6.30";"0";"CHEMBL947026";"Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1142379";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"17.0"
"CHEMBL255473";"";"None";"809.02";"2";"4.53";"(Z-LL)2-ketone";"CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1";"IC50";"'='";"2060.0";"nM";"5.69";"";"";"UO_0000065";"7.03";"0.13";"1.16";"2.71";"0";"CHEMBL926067";"Displacement of [3H]IN973 from gamma-secretase in human THP1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1147073";"1";"Scientific Literature";"J Biol Chem";"2007";"CHEMBL3307574";"";"";"";"2060.0"
"CHEMBL404294";"";"None";"484.41";"0";"3.84";"41";"Cc1nnn(CCC[C@@H](C)N(c2cc(Cl)ccc2CO)S(=O)(=O)c2ccc(Cl)cc2)n1";"IC50";"'='";"6.1";"nM";"8.21";"";"";"UO_0000065";"16.96";"0.36";"4.37";"8.12";"0";"CHEMBL928698";"Inhibition of human gamma secretase in H4 cells assessed as reduction of amyloid beta-40 levels";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1140782";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308507";"";"";"";"6.1"
"CHEMBL258136";"";"None";"435.01";"0";"4.30";"7";"CC(C)(C)OC(=O)NC12CCCCC(CC1)C2NS(=O)(=O)c1ccc(Cl)s1";"IC50";"'='";"416.0";"nM";"6.38";"";"";"UO_0000065";"14.67";"0.32";"2.08";"7.55";"0";"CHEMBL930799";"Inhibition of human gamma secretase in human SHSY5Y cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1141562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307740";"";"";"";"416.0"
"CHEMBL437972";"";"None";"385.94";"0";"3.69";"12";"O=S(=O)(NC1C2CCCCC1(c1ncc[nH]1)CC2)c1ccc(Cl)s1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL930799";"Inhibition of human gamma secretase in human SHSY5Y cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1141562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307740";"";"";"";"10000.0"
"CHEMBL399992";"";"None";"420.96";"0";"3.63";"55";"O=C1NCCCC[C@H]1N(CCCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1";"IC50";"'='";"67.0";"nM";"7.17";"";"";"UO_0000065";"17.04";"0.35";"3.54";"10.79";"0";"CHEMBL925191";"Inhibition of gamma-secretase assessed as reduction of amyloid-beta 40 levels in H4 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1140491";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308507";"";"";"";"67.0"
"CHEMBL4213637";"";"None";"436.94";"1";"5.37";"3j";"CCOC(=O)c1ccc(-c2c(C)nc3c(OCc4ccccc4C)cccn23)cc1.Cl";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"14.34";"0.26";"0.37";"10.87";"0";"CHEMBL4182972";"Modulatory activity against gamma-secretase in human SK-N-BE(2) cells assessed as reduction in amyloid beta 42 production after 6 hrs by sandwich ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4177744";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"1.8"
"CHEMBL209384";"";"None";"543.53";"2";"6.27";"22";"CC(c1ccccc1OCCCN1CCCC1)N(c1ccccc1)S(=O)(=O)c1ccc(Br)cc1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"10.53";"0.23";"-0.55";"11.48";"0";"CHEMBL863616";"Inhibition of beta amyloid protein 40 production";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1145309";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"1.9"
